Ground-truth,frame,xnano,ynano,znano,intensity 
  489,  1902, 279.816, 1032.179, 330.125, 4261.461 
  490,  1903, 279.816, 1032.179, 330.125, 2421.761 
  491,  1904, 279.816, 1032.179, 330.125, 1553.729 
  492,   468, 271.565, 1016.423, 337.727, 1114.766 
  493,   469, 271.565, 1016.423, 337.727, 2015.859 
  494,  2293, 269.484, 1002.002, 341.251, 2787.683 
  495,  2294, 269.484, 1002.002, 341.251, 560.642 
  496,    30, 318.655, 1068.348, 333.564, 370.316 
  497,  1504, 333.312, 1086.127, 327.125, 2818.764 
  498,  1505, 333.312, 1086.127, 327.125, 5329.098 
  499,  1506, 333.312, 1086.127, 327.125, 4079.729 
  500,  1724, 300.758, 1046.161, 321.544, 276.398 
  501,  1725, 300.758, 1046.161, 321.544, 3428.592 
  502,  1609, 314.440, 1055.907, 335.956, 2161.679 
  503,  1610, 314.440, 1055.907, 335.956, 1989.970 
  504,   457, 340.594, 1091.622, 329.695, 1572.880 
  505,   364, 364.155, 1092.153, 328.083, 2551.753 
  506,   365, 364.155, 1092.153, 328.083, 608.876 
  507,    91, 366.106, 1098.183, 317.902, 1192.573 
  508,    92, 366.106, 1098.183, 317.902, 5383.156 
  509,    93, 366.106, 1098.183, 317.902, 1768.279 
  510,    53, 316.388, 1063.308, 327.958, 1430.887 
  511,    54, 316.388, 1063.308, 327.958, 4362.954 
  512,    56, 316.388, 1063.308, 327.958, 2501.774 
  513,    57, 316.388, 1063.308, 327.958, 5473.547 
  514,    58, 316.388, 1063.308, 327.958, 1416.363 
  515,   662, 369.178, 1098.040, 324.440, 1105.778 
  516,   665, 369.178, 1098.040, 324.440, 4155.208 
  517,   666, 369.178, 1098.040, 324.440, 1549.050 
  518,   668, 369.178, 1098.040, 324.440, 5172.230 
  519,   669, 369.178, 1098.040, 324.440, 5514.127 
  520,   537, 311.928, 1032.557, 325.667, 100.792 
  521,   538, 311.928, 1032.557, 325.667, 5174.831 
  522,   539, 311.928, 1032.557, 325.667, 2797.256 
  523,   540, 311.928, 1032.557, 325.667, 5441.510 
  524,   541, 311.928, 1032.557, 325.667, 426.770 
  525,  1426, 344.116, 1073.739, 332.766, 103.391 
  526,  1428, 344.116, 1073.739, 332.766, 2458.362 
  527,  1429, 344.116, 1073.739, 332.766, 5533.847 
  528,  1430, 344.116, 1073.739, 332.766, 2930.523 
  529,  1434, 344.116, 1073.739, 332.766, 3267.867 
  530,  1436, 344.116, 1073.739, 332.766, 1380.365 
  531,  1437, 344.116, 1073.739, 332.766, 1150.739 
  532,   519, 334.327, 1071.965, 339.515, 1018.825 
  533,   520, 334.327, 1071.965, 339.515, 1682.611 
  534,   522, 334.327, 1071.965, 339.515, 3665.060 
  535,   523, 334.327, 1071.965, 339.515, 204.915 
  536,  1611, 341.523, 1077.811, 336.897, 252.856 
  537,  1612, 341.523, 1077.811, 336.897, 1663.132 
  538,   842, 322.137, 1073.347, 326.548, 1359.305 
  539,  1789, 336.774, 1066.681, 333.822, 2132.423 
  540,  1790, 336.774, 1066.681, 333.822, 1775.184 
  541,  1794, 336.774, 1066.681, 333.822, 5183.738 
  542,  1795, 336.774, 1066.681, 333.822, 3926.949 
  543,  1796, 336.774, 1066.681, 333.822, 2095.722 
  544,  2244, 311.994, 1050.611, 321.947, 1523.209 
  545,  2245, 311.994, 1050.611, 321.947, 833.215 
  546,  1303, 306.344, 1042.012, 322.039, 729.577 
  547,   804, 324.475, 1058.077, 318.599, 3097.589 
  548,   805, 324.475, 1058.077, 318.599, 3714.702 
  549,   806, 324.475, 1058.077, 318.599, 5353.943 
  550,   807, 324.475, 1058.077, 318.599, 3141.094 
  551,   808, 324.475, 1058.077, 318.599, 1640.694 
  552,  1299, 362.172, 1095.500, 333.568, 5121.845 
  553,  1300, 362.172, 1095.500, 333.568, 5349.216 
  554,  1301, 362.172, 1095.500, 333.568, 2772.529 
  555,  2030, 303.342, 1038.720, 336.613, 2458.071 
  556,  2031, 303.342, 1038.720, 336.613, 5316.414 
  557,  2032, 303.342, 1038.720, 336.613, 5316.414 
  558,  2033, 303.342, 1038.720, 336.613, 3729.277 
  559,   710, 338.737, 1080.206, 335.904, 3016.291 
  560,   711, 338.737, 1080.206, 335.904, 927.179 
  561,   712, 338.737, 1080.206, 335.904, 1860.799 
  562,   713, 338.737, 1080.206, 335.904, 5502.661 
  563,   714, 338.737, 1080.206, 335.904, 3538.939 
  564,   716, 338.737, 1080.206, 335.904, 1617.130 
  565,    79, 346.583, 1099.162, 325.355, 2495.678 
  566,    80, 346.583, 1099.162, 325.355, 5349.446 
  567,    81, 346.583, 1099.162, 325.355, 1188.436 
  568,  1674, 325.175, 1073.498, 322.901, 2069.201 
  569,  1675, 325.175, 1073.498, 322.901, 5466.101 
  570,  1676, 325.175, 1073.498, 322.901, 658.466 
  571,   485, 302.827, 1026.495, 335.341, 3140.997 
  572,   486, 302.827, 1026.495, 335.341, 958.862 
  573,   576, 321.571, 1064.862, 336.720, 1579.078 
  574,  1808, 326.114, 1066.963, 318.828, 152.609 
  575,  1809, 326.114, 1066.963, 318.828, 1914.570 
  576,  1965, 312.083, 1038.413, 324.455, 1589.076 
  577,  1966, 312.083, 1038.413, 324.455, 3804.316 
  578,  1129, 310.770, 1059.049, 328.442, 1417.570 
  579,  1581, 353.448, 1086.441, 335.273, 1690.676 
  580,  1582, 353.448, 1086.441, 335.273, 4786.897 
  581,  1584, 353.448, 1086.441, 335.273, 691.710 
  582,  1585, 353.448, 1086.441, 335.273, 5282.466 
  583,  1586, 353.448, 1086.441, 335.273, 5282.466 
  584,  1587, 353.448, 1086.441, 335.273, 2217.627 
  585,  1592, 353.448, 1086.441, 335.273, 408.363 
  586,  1594, 353.448, 1086.441, 335.273, 1077.339 
  587,  1595, 353.448, 1086.441, 335.273, 2526.119 
  588,  1598, 353.448, 1086.441, 335.273, 3395.046 
  589,  1599, 353.448, 1086.441, 335.273, 4775.575 
  590,  1928, 340.004, 1078.233, 320.381, 1251.223 
  591,  1930, 340.004, 1078.233, 320.381, 2326.033 
  592,  1931, 340.004, 1078.233, 320.381, 5091.261 
  593,  1932, 340.004, 1078.233, 320.381, 5091.261 
  594,  1933, 340.004, 1078.233, 320.381, 5042.974 
  595,   437, 346.656, 1097.008, 323.847, 2870.766 
  596,   439, 346.656, 1097.008, 323.847, 2092.554 
  597,   445, 346.656, 1097.008, 323.847, 2403.265 
  598,   446, 346.656, 1097.008, 323.847, 3305.925 
  599,  1228, 356.957, 1082.759, 325.291, 3412.823 
  600,  1229, 356.957, 1082.759, 325.291, 5165.773 
  601,  1853, 317.428, 1042.844, 333.366, 1542.406 
  602,  1557, 331.029, 1052.953, 328.228, 2333.940 
  603,  1558, 331.029, 1052.953, 328.228, 4622.609 
  604,  1417, 337.354, 1073.865, 318.433, 4512.981 
  605,   911, 336.679, 1061.007, 321.822, 4525.316 
  606,   912, 336.679, 1061.007, 321.822, 4213.472 
  607,   898, 309.418, 1057.680, 329.168, 407.134 
  608,   899, 309.418, 1057.680, 329.168, 4459.423 
  609,   908, 309.418, 1057.680, 329.168, 785.296 
  610,   411, 345.021, 1095.377, 324.156, 164.608 
  611,   412, 345.021, 1095.377, 324.156, 4048.512 
  612,   413, 345.021, 1095.377, 324.156, 5541.817 
  613,   414, 345.021, 1095.377, 324.156, 5541.817 
  614,   415, 345.021, 1095.377, 324.156, 5541.817 
  615,   416, 345.021, 1095.377, 324.156, 1623.443 
  616,  1945, 330.874, 1060.459, 338.407, 2682.061 
  617,  2464, 300.763, 1048.216, 330.404, 1989.764 
  618,  2465, 300.763, 1048.216, 330.404, 247.160 
  619,  1483, 312.289, 1055.274, 324.159, 2715.114 
  620,   151, 337.942, 1074.458, 335.384, 662.750 
  621,   153, 337.942, 1074.458, 335.384, 3189.607 
  622,   154, 337.942, 1074.458, 335.384, 5168.165 
  623,   155, 337.942, 1074.458, 335.384, 1091.083 
  624,   158, 337.942, 1074.458, 335.384, 1609.607 
  625,   159, 337.942, 1074.458, 335.384, 5168.165 
  626,   160, 337.942, 1074.458, 335.384, 1779.462 
  627,   313, 313.124, 1032.263, 325.167, 138.429 
  628,   314, 313.124, 1032.263, 325.167, 1601.879 
  629,    25, 312.834, 1040.627, 323.364, 2241.136 
  630,    26, 312.834, 1040.627, 323.364, 5471.087 
  631,    27, 312.834, 1040.627, 323.364, 1075.920 
  632,   275, 320.434, 1045.154, 329.753, 1052.062 
  633,   276, 320.434, 1045.154, 329.753, 2870.548 
  634,   277, 320.434, 1045.154, 329.753, 1561.422 
  635,  2082, 369.250, 1123.196, 330.805, 401.053 
  636,  2083, 369.250, 1123.196, 330.805, 3692.698 
  637,  1287, 393.974, 1134.088, 323.909, 2299.444 
  638,  1289, 393.974, 1134.088, 323.909, 1776.859 
  639,  1290, 393.974, 1134.088, 323.909, 5661.928 
  640,  1291, 393.974, 1134.088, 323.909, 912.230 
  641,   591, 394.842, 1153.231, 332.804, 4656.173 
  642,   592, 394.842, 1153.231, 332.804, 5641.335 
  643,   593, 394.842, 1153.231, 332.804, 5580.199 
  644,  1878, 381.384, 1143.049, 326.147, 843.644 
  645,   885, 368.813, 1108.899, 334.826, 3070.177 
  646,   886, 368.813, 1108.899, 334.826, 5231.752 
  647,   887, 368.813, 1108.899, 334.826, 5231.752 
  648,   888, 368.813, 1108.899, 334.826, 5231.752 
  649,   889, 368.813, 1108.899, 334.826, 3118.405 
  650,   914, 381.229, 1146.290, 329.837, 2404.820 
  651,   916, 381.229, 1146.290, 329.837, 1601.309 
  652,   917, 381.229, 1146.290, 329.837, 3183.261 
  653,  2363, 382.281, 1117.808, 326.743, 1908.047 
  654,  2364, 382.281, 1117.808, 326.743, 2965.599 
  655,    54, 364.961, 1117.492, 331.360, 2756.349 
  656,   702, 366.742, 1124.124, 327.809, 2162.142 
  657,  2041, 394.524, 1135.079, 327.973, 3112.269 
  658,  2042, 394.524, 1135.079, 327.973, 5497.138 
  659,  1681, 362.902, 1110.529, 332.522, 1310.518 
  660,  1683, 362.902, 1110.529, 332.522, 251.536 
  661,  1588, 368.785, 1124.138, 320.814, 470.961 
  662,  1589, 368.785, 1124.138, 320.814, 5010.808 
  663,  1401, 358.888, 1106.590, 333.470, 626.150 
  664,  1153, 393.454, 1153.988, 314.852, 433.857 
  665,  1154, 393.454, 1153.988, 314.852, 3095.170 
  666,  2178, 390.600, 1128.906, 319.471, 280.037 
  667,   610, 376.697, 1139.790, 328.929, 3668.324 
  668,   611, 376.697, 1139.790, 328.929, 3382.904 
  669,   612, 376.697, 1139.790, 328.929, 5833.029 
  670,   613, 376.697, 1139.790, 328.929, 4546.103 
  671,   614, 376.697, 1139.790, 328.929, 5620.999 
  672,   615, 376.697, 1139.790, 328.929, 811.991 
  673,  1149, 392.406, 1147.229, 334.685, 3637.094 
  674,  1150, 392.406, 1147.229, 334.685, 5613.497 
  675,  1151, 392.406, 1147.229, 334.685, 313.582 
  676,  1684, 353.078, 1101.744, 319.222, 846.437 
  677,  1685, 353.078, 1101.744, 319.222, 5602.745 
  678,  1686, 353.078, 1101.744, 319.222, 5602.745 
  679,  1687, 353.078, 1101.744, 319.222, 911.709 
  680,  1995, 374.652, 1108.155, 328.627, 2450.522 
  681,  1996, 374.652, 1108.155, 328.627, 1016.061 
  682,  1997, 374.652, 1108.155, 328.627, 3840.146 
  683,  1195, 378.676, 1135.442, 318.575, 1129.680 
  684,  1196, 378.676, 1135.442, 318.575, 5681.900 
  685,  1197, 378.676, 1135.442, 318.575, 5078.646 
  686,  1923, 397.832, 1179.133, 322.877, 1754.192 
  687,  1924, 397.832, 1179.133, 322.877, 3420.367 
  688,  1925, 397.832, 1179.133, 322.877, 2937.292 
  689,  1926, 397.832, 1179.133, 322.877, 2018.481 
  690,  1929, 397.832, 1179.133, 322.877, 1842.850 
  691,  1686, 373.203, 1118.491, 317.590, 4002.074 
  692,  1687, 373.203, 1118.491, 317.590, 3836.722 
  693,  1688, 373.203, 1118.491, 317.590, 5410.272 
  694,  1689, 373.203, 1118.491, 317.590, 5410.272 
  695,  1690, 373.203, 1118.491, 317.590, 5410.272 
  696,  1691, 373.203, 1118.491, 317.590, 1259.828 
  697,  1696, 373.203, 1118.491, 317.590, 2421.905 
  698,  1697, 373.203, 1118.491, 317.590, 5410.272 
  699,  1698, 373.203, 1118.491, 317.590, 5410.272 
  700,  1699, 373.203, 1118.491, 317.590, 733.441 
  701,  1744, 386.819, 1152.051, 332.205, 627.037 
  702,  1745, 386.819, 1152.051, 332.205, 3746.186 
  703,   902, 350.714, 1103.082, 319.634, 950.210 
  704,   671, 399.372, 1184.078, 318.664, 2545.276 
  705,   680, 399.372, 1184.078, 318.664, 3357.518 
  706,   681, 399.372, 1184.078, 318.664, 2515.140 
  707,  1171, 398.183, 1139.825, 329.831, 892.672 
  708,  1414, 355.872, 1110.255, 328.275, 4673.399 
  709,  1415, 355.872, 1110.255, 328.275, 5473.565 
  710,  1416, 355.872, 1110.255, 328.275, 2306.338 
  711,  1418, 355.872, 1110.255, 328.275, 4647.818 
  712,  1424, 355.872, 1110.255, 328.275, 4508.746 
  713,  1425, 355.872, 1110.255, 328.275, 2679.820 
  714,  1428, 355.872, 1110.255, 328.275, 2227.449 
  715,  1429, 355.872, 1110.255, 328.275, 5473.565 
  716,  1430, 355.872, 1110.255, 328.275, 4279.107 
  717,  1433, 355.872, 1110.255, 328.275, 3226.395 
  718,  1434, 355.872, 1110.255, 328.275, 3447.426 
  719,   337, 392.416, 1167.102, 321.130, 1903.059 
  720,   338, 392.416, 1167.102, 321.130, 5398.173 
  721,   339, 392.416, 1167.102, 321.130, 2643.299 
  722,   203, 361.657, 1104.946, 335.614, 3776.700 
  723,  1418, 354.424, 1102.403, 332.338, 796.257 
  724,  1419, 354.424, 1102.403, 332.338, 923.334 
  725,  1757, 373.678, 1102.979, 331.743, 5355.709 
  726,  1758, 373.678, 1102.979, 331.743, 5687.761 
  727,  1759, 373.678, 1102.979, 331.743, 2037.227 
  728,  2423, 371.766, 1128.260, 321.134, 5042.076 
  729,  2424, 371.766, 1128.260, 321.134, 5076.018 
  730,  1607, 375.890, 1125.216, 316.080, 5015.454 
  731,  1608, 375.890, 1125.216, 316.080, 2110.278 
  732,  1929, 367.815, 1115.372, 316.731, 503.076 
  733,   428, 385.690, 1158.528, 320.038, 3918.745 
  734,   429, 385.690, 1158.528, 320.038, 2591.996 
  735,   430, 385.690, 1158.528, 320.038, 2080.106 
  736,   529, 396.254, 1166.920, 329.012, 4533.882 
  737,   530, 396.254, 1166.920, 329.012, 4994.227 
  738,  1403, 388.814, 1161.499, 327.602, 4768.029 
  739,  1404, 388.814, 1161.499, 327.602, 1834.561 
  740,  1795, 396.858, 1148.849, 331.059, 5046.742 
  741,  1797, 396.858, 1148.849, 331.059, 2222.385 
  742,  1798, 396.858, 1148.849, 331.059, 3081.811 
  743,  2390, 376.129, 1133.330, 331.393, 97.856 
  744,  1757, 413.630, 1186.518, 330.965, 4021.905 
  745,  2074, 403.406, 1165.213, 312.425, 1536.737 
  746,  2075, 403.406, 1165.213, 312.425, 716.913 
  747,  2071, 404.928, 1184.022, 317.644, 5058.658 
  748,  2074, 404.928, 1184.022, 317.644, 78.666 
  749,  2075, 404.928, 1184.022, 317.644, 454.900 
  750,  1828, 406.567, 1198.070, 325.169, 1790.300 
  751,   481, 401.227, 1167.813, 330.893, 3731.165 
  752,   482, 401.227, 1167.813, 330.893, 5617.863 
  753,   483, 401.227, 1167.813, 330.893, 2569.506 
  754,  1400, 412.453, 1173.519, 329.345, 1952.736 
  755,  1406, 412.453, 1173.519, 329.345, 1373.176 
  756,  1407, 412.453, 1173.519, 329.345, 5579.968 
  757,  1408, 412.453, 1173.519, 329.345, 950.390 
  758,   912, 413.713, 1186.370, 310.453, 560.879 
  759,   913, 413.713, 1186.370, 310.453, 5635.115 
  760,   537, 411.980, 1195.360, 331.212, 4691.553 
  761,   540, 411.980, 1195.360, 331.212, 5234.672 
  762,   541, 411.980, 1195.360, 331.212, 4831.172 
  763,   546, 411.980, 1195.360, 331.212, 849.742 
  764,   547, 411.980, 1195.360, 331.212, 558.869 
  765,  1300, 417.074, 1198.144, 312.823, 641.401 
  766,  1301, 417.074, 1198.144, 312.823, 3459.917 
  767,  1302, 417.074, 1198.144, 312.823, 1861.207 
  768,  1475, 415.451, 1196.134, 310.678, 3577.520 
  769,  1476, 415.451, 1196.134, 310.678, 5462.369 
  770,  1128, 415.703, 1174.681, 321.312, 2150.331 
  771,  1129, 415.703, 1174.681, 321.312, 1235.548 
  772,   844, 401.571, 1144.384, 325.485, 2779.087 
  773,   845, 401.571, 1144.384, 325.485, 2161.906 
  774,   846, 401.571, 1144.384, 325.485, 3382.364 
  775,   848, 401.571, 1144.384, 325.485, 1079.395 
  776,   849, 401.571, 1144.384, 325.485, 5524.898 
  777,   850, 401.571, 1144.384, 325.485, 5524.898 
  778,   851, 401.571, 1144.384, 325.485, 5524.898 
  779,   852, 401.571, 1144.384, 325.485, 4717.832 
  780,   273, 414.600, 1187.306, 332.990, 805.808 
  781,   274, 414.600, 1187.306, 332.990, 1460.415 
  782,   575, 411.832, 1190.262, 312.704, 1067.918 
  783,   577, 411.832, 1190.262, 312.704, 4461.058 
  784,   578, 411.832, 1190.262, 312.704, 1422.121 
  785,   297, 407.070, 1195.602, 317.680, 5352.683 
  786,   569, 407.048, 1158.845, 318.812, 186.293 
  787,   573, 407.048, 1158.845, 318.812, 2632.451 
  788,   654, 403.207, 1175.062, 312.864, 1037.618 
  789,  1720, 406.597, 1198.346, 323.809, 731.292 
  790,  1721, 406.597, 1198.346, 323.809, 4852.100 
  791,  1722, 406.597, 1198.346, 323.809, 2652.236 
  792,     5, 406.484, 1182.649, 314.478, 483.146 
  793,     6, 406.484, 1182.649, 314.478, 3014.545 
  794,     7, 406.484, 1182.649, 314.478, 953.117 
  795,     8, 406.484, 1182.649, 314.478, 5834.875 
  796,     9, 406.484, 1182.649, 314.478, 505.249 
  797,    15, 406.484, 1182.649, 314.478, 725.302 
  798,    16, 406.484, 1182.649, 314.478, 4772.849 
  799,    17, 406.484, 1182.649, 314.478, 3974.432 
  800,    18, 406.484, 1182.649, 314.478, 5010.240 
  801,  1414, 413.304, 1170.108, 324.691, 2585.673 
  802,  1415, 413.304, 1170.108, 324.691, 2495.099 
  803,  2437, 441.922, 1275.934, 327.403, 5611.168 
  804,  2438, 441.922, 1275.934, 327.403, 912.023 
  805,   510, 437.418, 1221.206, 328.702, 3960.056 
  806,   511, 451.453, 1265.985, 311.936, 2159.286 
  807,   512, 451.453, 1265.985, 311.936, 195.760 
  808,   627, 461.429, 1285.711, 312.039, 1493.808 
  809,   628, 461.429, 1285.711, 312.039, 434.571 
  810,  1724, 443.219, 1271.958, 311.573, 671.588 
  811,  1725, 443.219, 1271.958, 311.573, 2749.550 
  812,  1544, 425.286, 1222.549, 312.162, 1465.777 
  813,  1545, 425.286, 1222.549, 312.162, 5749.024 
  814,  1546, 425.286, 1222.549, 312.162, 3711.871 
  815,  1337, 447.531, 1250.320, 317.620, 2641.763 
  816,   543, 443.622, 1262.764, 329.742, 2938.230 
  817,   544, 443.622, 1262.764, 329.742, 5736.178 
  818,   545, 443.622, 1262.764, 329.742, 4512.242 
  819,   259, 437.739, 1261.488, 312.567, 302.280 
  820,  1945, 434.646, 1251.198, 326.071, 1146.712 
  821,  1946, 434.646, 1251.198, 326.071, 960.502 
  822,  1947, 434.646, 1251.198, 326.071, 4426.773 
  823,  1948, 434.646, 1251.198, 326.071, 5800.233 
  824,  1949, 434.646, 1251.198, 326.071, 3275.847 
  825,  2335, 411.514, 1204.846, 320.625, 1604.519 
  826,  2338, 411.514, 1204.846, 320.625, 985.107 
  827,   567, 432.268, 1247.036, 328.750, 1720.231 
  828,   578, 432.268, 1247.036, 328.750, 3416.335 
  829,   579, 432.268, 1247.036, 328.750, 5680.337 
  830,   580, 432.268, 1247.036, 328.750, 5680.337 
  831,   581, 432.268, 1247.036, 328.750, 2941.151 
  832,  2432, 427.214, 1216.979, 330.970, 1255.059 
  833,  2433, 427.214, 1216.979, 330.970, 3236.754 
  834,  1215, 445.931, 1250.346, 311.976, 956.850 
  835,  1224, 445.931, 1250.346, 311.976, 1041.779 
  836,  1385, 449.986, 1275.272, 308.411, 4389.775 
  837,  1386, 449.986, 1275.272, 308.411, 5896.666 
  838,  1387, 449.986, 1275.272, 308.411, 5896.666 
  839,  1388, 449.986, 1275.272, 308.411, 5896.666 
  840,  1389, 449.986, 1275.272, 308.411, 5896.666 
  841,  1390, 449.986, 1275.272, 308.411, 3051.726 
  842,   867, 455.351, 1288.899, 310.459, 3195.797 
  843,   868, 455.351, 1288.899, 310.459, 6220.603 
  844,   869, 455.351, 1288.899, 310.459, 6220.603 
  845,   870, 455.351, 1288.899, 310.459, 2419.943 
  846,   878, 455.351, 1288.899, 310.459, 2612.541 
  847,   416, 462.933, 1291.575, 313.290, 3326.247 
  848,   387, 456.044, 1286.491, 306.441, 2378.796 
  849,   388, 456.044, 1286.491, 306.441, 1130.675 
  850,   122, 448.038, 1289.325, 310.870, 559.901 
  851,   123, 448.038, 1289.325, 310.870, 904.300 
  852,   408, 455.487, 1277.089, 312.163, 5849.559 
  853,   409, 455.487, 1277.089, 312.163, 2552.051 
  854,   414, 455.487, 1277.089, 312.163, 2093.212 
  855,   707, 437.702, 1255.970, 313.237, 4403.295 
  856,   708, 437.702, 1255.970, 313.237, 6134.921 
  857,   709, 437.702, 1255.970, 313.237, 3384.692 
  858,  1766, 422.498, 1204.972, 313.733, 1406.750 
  859,   438, 442.082, 1264.354, 310.561, 1082.720 
  860,   441, 442.082, 1264.354, 310.561, 345.649 
  861,   453, 442.082, 1264.354, 310.561, 695.030 
  862,   165, 422.669, 1225.378, 311.306, 2552.996 
  863,   166, 422.669, 1225.378, 311.306, 5833.087 
  864,   167, 422.669, 1225.378, 311.306, 1472.130 
  865,   169, 422.669, 1225.378, 311.306, 5596.230 
  866,   170, 422.669, 1225.378, 311.306, 4285.168 
  867,   171, 422.669, 1225.378, 311.306, 3421.242 
  868,   611, 442.470, 1226.883, 316.987, 1334.794 
  869,   612, 442.470, 1226.883, 316.987, 4048.216 
  870,  1333, 430.831, 1258.648, 316.542, 3868.226 
  871,  1334, 430.831, 1258.648, 316.542, 5934.801 
  872,  1335, 430.831, 1258.648, 316.542, 1069.018 
  873,  2193, 429.047, 1213.127, 311.821, 1936.936 
  874,  2194, 429.047, 1213.127, 311.821, 4778.739 
  875,  2196, 429.047, 1213.127, 311.821, 3196.736 
  876,  2075, 447.183, 1240.028, 321.143, 1384.126 
  877,  2076, 447.183, 1240.028, 321.143, 1421.209 
  878,   997, 436.008, 1264.154, 318.359, 1127.423 
  879,   998, 436.008, 1264.154, 318.359, 874.343 
  880,   999, 436.008, 1264.154, 318.359, 126.230 
  881,    42, 470.638, 1299.951, 320.372, 433.277 
